"SITECODE","SYEAR","PLOTPID","CELLID","FEATURE"
"T11",2006,914,6,"X"
"T11",2006,914,7,"X"
"T11",2006,914,8,"X"
"T11",2006,914,9,"X"
"T11",2006,914,10,"X"
"T11",2006,915,1,"X"
"T11",2006,915,2,"X"
"T11",2006,915,3,"X"
"T11",2006,915,4,"X"
"T11",2006,915,5,"X"
"T11",2006,915,6,"X"
"T11",2006,915,7,"X"
"T11",2006,915,8,"X"
"T11",2006,915,9,"X"
"T11",2006,915,10,"X"
"T11",2006,916,1,"X"
"T11",2006,916,2,"X"
"T11",2006,916,3,"X"
"T11",2006,916,4,"X"
"T11",2006,916,5,"X"
"T11",2006,916,6,"X"
"T10",2006,999,9,"X"
"T10",2006,999,10,"X"
"T11",2006,901,1,"X"
"T11",2006,901,2,"X"
"T11",2006,901,3,"X"
"T11",2006,901,4,"X"
"T11",2006,901,5,"X"
"T11",2006,901,6,"X"
"T11",2006,901,7,"X"
"T11",2006,901,8,"X"
"T11",2006,901,9,"X"
"T11",2006,901,10,"X"
"T11",2006,902,1,"X"
"T11",2006,902,2,"X"
"T11",2006,902,3,"X"
"T11",2006,902,4,"X"
"T11",2006,902,5,"X"
"T11",2006,902,6,"X"
"T11",2006,902,7,"X"
"T11",2006,902,8,"X"
"T11",2006,902,9,"X"
"T11",2006,902,10,"X"
"T11",2006,903,1,"X"
"T11",2006,903,2,"X"
"T11",2006,903,3,"X"
"T11",2006,903,4,"X"
"T11",2006,903,5,"X"
"T11",2006,903,6,"X"
"T11",2006,903,7,"X"
"T11",2006,903,8,"X"
"T11",2006,903,9,"X"
"T11",2006,903,10,"X"
"T11",2006,904,1,"X"
"T11",2006,904,2,"X"
"T11",2006,904,3,"X"
"T11",2006,904,4,"X"
"T11",2006,904,5,"X"
"T11",2006,904,6,"X"
"T11",2006,904,7,"X"
"T11",2006,904,8,"X"
"T11",2006,904,9,"X"
"T11",2006,904,10,"X"
"T11",2006,905,1,"X"
"T11",2006,905,2,"X"
"T11",2006,905,3,"X"
"T11",2006,905,4,"X"
"T11",2006,905,5,"X"
"T11",2006,905,6,"X"
"T11",2006,905,7,"X"
"T11",2006,905,8,"X"
"T11",2006,905,9,"X"
"T11",2006,905,10,"X"
"T11",2006,906,1,"X"
"T11",2006,906,2,"X"
"T11",2006,906,3,"X"
"T11",2006,906,4,"X"
"T11",2006,906,5,"X"
"T11",2006,906,6,"X"
"T11",2006,906,7,"X"
"T11",2006,906,8,"X"
"T11",2006,906,9,"X"
"T11",2006,906,10,"X"
"T11",2006,909,1,"X"
"T11",2006,909,2,"X"
"T10",2006,99,5,"X"
"T10",2006,99,6,"X"
"T10",2006,99,7,"X"
"T10",2006,99,8,"X"
"T10",2006,99,9,"X"
"T10",2006,99,10,"X"
"T10",2006,148,1,"X"
"T10",2006,148,2,"X"
"T10",2006,148,3,"X"
"T10",2006,148,4,"X"
"T10",2006,148,5,"X"
"T10",2006,148,6,"X"
"T10",2006,148,7,"X"
"T10",2006,148,8,"X"
"T10",2006,148,9,"X"
"T10",2006,148,10,"X"
"T10",2006,208,1,"X"
"T10",2006,208,2,"X"
"T10",2006,208,3,"X"
"T10",2006,208,4,"X"
"T10",2006,208,5,"X"
"T10",2006,208,6,"X"
"T10",2006,208,7,"X"
"T10",2006,208,8,"X"
"T10",2006,208,9,"X"
"T10",2006,208,10,"X"
"T10",2006,219,1,"X"
"T10",2006,219,2,"X"
"T10",2006,219,3,"X"
"T10",2006,219,4,"X"
"T10",2006,219,5,"X"
"T10",2006,219,6,"X"
"T10",2006,219,7,"X"
"T10",2006,219,8,"X"
"T10",2006,219,9,"X"
"T10",2006,219,10,"X"
"T10",2006,256,1,"X"
"T10",2006,256,2,"X"
"T10",2006,256,3,"X"
"T10",2006,256,4,"X"
"T10",2006,256,5,"X"
"T10",2006,256,6,"X"
"T10",2006,256,7,"X"
"T10",2006,256,8,"X"
"T10",2006,256,9,"X"
"T10",2006,256,10,"X"
"T10",2006,269,1,"X"
"T10",2006,269,2,"X"
"T10",2006,269,3,"X"
"T10",2006,269,4,"X"
"T10",2006,269,5,"X"
"T10",2006,269,6,"X"
"T10",2006,269,7,"X"
"T10",2006,269,8,"X"
"T10",2006,269,9,"X"
"T10",2006,269,10,"X"
"T10",2006,999,1,"X"
"T10",2006,999,2,"X"
"T10",2006,999,3,"X"
"T10",2006,999,4,"X"
"T10",2006,999,5,"X"
"T10",2006,999,6,"X"
"T10",2006,999,7,"X"
"T10",2006,999,8,"X"
"T10",2006,3,1,"X"
"T10",2006,3,2,"X"
"T10",2006,3,3,"X"
"T10",2006,3,4,"X"
"T10",2006,3,5,"X"
"T10",2006,3,6,"X"
"T10",2006,3,7,"X"
"T10",2006,3,8,"X"
"T10",2006,3,9,"X"
"T10",2006,3,10,"X"
"T10",2006,11,1,"X"
"T10",2006,11,2,"X"
"T10",2006,11,3,"X"
"T10",2006,11,4,"X"
"T10",2006,11,5,"X"
"T10",2006,11,6,"X"
"T10",2006,11,7,"X"
"T10",2006,11,8,"X"
"T10",2006,11,9,"X"
"T10",2006,11,10,"X"
"T10",2006,28,1,"X"
"T10",2006,28,2,"X"
"T10",2006,28,3,"X"
"T10",2006,28,4,"X"
"T10",2006,28,5,"X"
"T10",2006,28,6,"X"
"T10",2006,28,7,"X"
"T10",2006,28,8,"X"
"T10",2006,28,9,"X"
"T10",2006,28,10,"X"
"T10",2006,32,1,"X"
"T10",2006,32,2,"X"
"T10",2006,32,3,"X"
"T10",2006,32,4,"X"
"T10",2006,32,5,"X"
"T10",2006,32,6,"X"
"T10",2006,32,7,"X"
"T10",2006,32,8,"X"
"T10",2006,32,9,"X"
"T10",2006,32,10,"X"
"T10",2006,47,1,"X"
"T10",2006,47,2,"X"
"T10",2006,47,3,"X"
"T10",2006,47,4,"X"
"T10",2006,47,5,"X"
"T10",2006,47,6,"X"
"T10",2006,47,7,"X"
"T10",2006,47,8,"X"
"T10",2006,47,9,"X"
"T10",2006,47,10,"X"
"T10",2006,56,1,"X"
"T10",2006,56,2,"X"
"T10",2006,56,3,"X"
"T10",2006,56,4,"X"
"T10",2006,56,5,"X"
"T10",2006,56,6,"X"
"T10",2006,56,7,"X"
"T10",2006,56,8,"X"
"T10",2006,56,9,"X"
"T10",2006,56,10,"X"
"T10",2006,99,1,"X"
"T10",2006,99,2,"X"
"T10",2006,99,3,"X"
"T10",2006,99,4,"X"
"T09",2006,422,7,"X"
"T09",2006,422,8,"X"
"T09",2006,422,9,"X"
"T09",2006,422,10,"X"
"T09",2006,424,1,"X"
"T09",2006,424,2,"X"
"T09",2006,424,3,"X"
"T09",2006,424,4,"X"
"T09",2006,424,5,"X"
"T09",2006,424,6,"X"
"T09",2006,424,7,"X"
"T09",2006,424,8,"X"
"T09",2006,424,9,"X"
"T09",2006,424,10,"X"
"T09",2006,425,1,"X"
"T09",2006,425,2,"X"
"T09",2006,425,3,"X"
"T09",2006,425,4,"X"
"T09",2006,425,5,"X"
"T09",2006,425,6,"X"
"T09",2006,425,7,"X"
"T09",2006,425,8,"X"
"T09",2006,425,9,"X"
"T09",2006,425,10,"X"
"T09",2006,426,1,"X"
"T09",2006,426,2,"X"
"T09",2006,426,3,"X"
"T09",2006,426,4,"X"
"T09",2006,426,5,"X"
"T09",2006,426,6,"X"
"T09",2006,426,7,"X"
"T09",2006,426,8,"X"
"T09",2006,426,9,"X"
"T09",2006,426,10,"X"
"T09",2006,428,1,"X"
"T09",2006,428,2,"X"
"T09",2006,428,3,"X"
"T09",2006,428,4,"X"
"T09",2006,428,5,"X"
"T09",2006,428,6,"X"
"T09",2006,428,7,"X"
"T09",2006,428,8,"X"
"T09",2006,428,9,"X"
"T09",2006,428,10,"X"
"T09",2006,434,1,"X"
"T09",2006,434,2,"X"
"T09",2006,434,3,"X"
"T09",2006,434,4,"X"
"T09",2006,434,5,"X"
"T09",2006,434,6,"X"
"T09",2006,434,7,"X"
"T09",2006,434,8,"X"
"T09",2006,434,9,"X"
"T09",2006,434,10,"X"
"T09",2006,449,1,"X"
"T09",2006,449,2,"X"
"T09",2006,449,3,"X"
"T09",2006,449,4,"X"
"T09",2006,449,5,"X"
"T09",2006,449,6,"X"
"T09",2006,449,7,"X"
"T09",2006,449,8,"X"
"T09",2006,449,9,"X"
"T09",2006,449,10,"X"
"T09",2006,407,3,"X"
"T09",2006,407,4,"X"
"T09",2006,407,5,"X"
"T09",2006,407,6,"X"
"T09",2006,407,7,"X"
"T09",2006,407,8,"X"
"T09",2006,407,9,"X"
"T09",2006,407,10,"X"
"T09",2006,414,1,"X"
"T09",2006,414,2,"X"
"T09",2006,414,3,"X"
"T09",2006,414,4,"X"
"T09",2006,414,5,"X"
"T09",2006,414,6,"X"
"T09",2006,414,7,"X"
"T09",2006,414,8,"X"
"T09",2006,414,9,"X"
"T09",2006,414,10,"X"
"T09",2006,417,1,"X"
"T09",2006,417,2,"X"
"T09",2006,417,3,"X"
"T09",2006,417,4,"X"
"T09",2006,417,5,"X"
"T09",2006,417,6,"X"
"T09",2006,417,7,"X"
"T09",2006,417,8,"X"
"T09",2006,417,9,"X"
"T09",2006,417,10,"X"
"T09",2006,418,1,"X"
"T09",2006,418,2,"X"
"T09",2006,418,3,"X"
"T09",2006,418,4,"X"
"T09",2006,418,5,"X"
"T09",2006,418,6,"X"
"T09",2006,418,7,"X"
"T09",2006,418,8,"X"
"T09",2006,418,9,"X"
"T09",2006,418,10,"X"
"T09",2006,419,1,"X"
"T09",2006,419,2,"X"
"T09",2006,419,3,"X"
"T09",2006,419,4,"X"
"T09",2006,419,5,"P"
"T09",2006,419,6,"X"
"T09",2006,419,7,"X"
"T09",2006,419,8,"X"
"T09",2006,419,9,"X"
"T09",2006,419,10,"X"
"T09",2006,421,1,"X"
"T09",2006,421,2,"X"
"T09",2006,421,3,"X"
"T09",2006,421,4,"X"
"T09",2006,421,5,"X"
"T09",2006,421,6,"X"
"T09",2006,421,7,"X"
"T09",2006,421,8,"X"
"T09",2006,421,9,"X"
"T09",2006,421,10,"X"
"T09",2006,422,1,"X"
"T09",2006,422,2,"X"
"T09",2006,422,3,"X"
"T09",2006,422,4,"X"
"T09",2006,422,5,"X"
"T09",2006,422,6,"X"
"T08",2006,401,9,"X"
"T08",2006,401,10,"X"
"T08",2006,416,1,"X"
"T08",2006,416,2,"X"
"T08",2006,416,3,"X"
"T08",2006,416,4,"X"
"T08",2006,416,5,"X"
"T08",2006,416,6,"X"
"T08",2006,416,7,"X"
"T08",2006,416,8,"X"
"T08",2006,416,9,"X"
"T08",2006,416,10,"X"
"T08",2006,420,1,"X"
"T08",2006,420,2,"X"
"T08",2006,420,3,"X"
"T08",2006,420,4,"X"
"T08",2006,420,5,"X"
"T08",2006,420,6,"X"
"T08",2006,420,7,"X"
"T08",2006,420,8,"X"
"T08",2006,420,9,"X"
"T08",2006,420,10,"X"
"T08",2006,421,1,"X"
"T08",2006,421,2,"X"
"T08",2006,421,3,"X"
"T08",2006,421,4,"X"
"T08",2006,421,5,"X"
"T08",2006,421,6,"X"
"T08",2006,421,7,"X"
"T08",2006,421,8,"X"
"T08",2006,421,9,"X"
"T08",2006,421,10,"X"
"T08",2006,422,1,"X"
"T08",2006,422,2,"X"
"T08",2006,422,3,"X"
"T08",2006,422,4,"X"
"T08",2006,422,5,"X"
"T08",2006,422,6,"X"
"T08",2006,422,7,"X"
"T08",2006,422,8,"X"
"T08",2006,422,9,"X"
"T08",2006,422,10,"X"
"T08",2006,423,1,"X"
"T08",2006,423,2,"X"
"T08",2006,423,3,"X"
"T08",2006,423,4,"X"
"T08",2006,423,5,"X"
"T08",2006,423,6,"X"
"T08",2006,423,7,"X"
"T08",2006,423,8,"X"
"T08",2006,423,9,"X"
"T08",2006,423,10,"X"
"T09",2006,403,1,"X"
"T09",2006,403,2,"X"
"T09",2006,403,3,"X"
"T09",2006,403,4,"X"
"T09",2006,403,5,"X"
"T09",2006,403,6,"X"
"T09",2006,403,7,"X"
"T09",2006,403,8,"X"
"T09",2006,403,9,"X"
"T09",2006,403,10,"X"
"T09",2006,407,1,"X"
"T09",2006,407,2,"X"
"T08",2006,72,5,"X"
"T08",2006,72,6,"X"
"T08",2006,72,7,"X"
"T08",2006,72,8,"X"
"T08",2006,72,9,"X"
"T08",2006,72,10,"X"
"T08",2006,168,1,"X"
"T08",2006,168,2,"X"
"T08",2006,168,3,"X"
"T08",2006,168,4,"X"
"T08",2006,168,5,"X"
"T08",2006,168,6,"X"
"T08",2006,168,7,"X"
"T08",2006,168,8,"X"
"T08",2006,168,9,"X"
"T08",2006,168,10,"X"
"T08",2006,173,1,"X"
"T08",2006,173,2,"X"
"T08",2006,173,3,"X"
"T08",2006,173,4,"X"
"T08",2006,173,5,"X"
"T08",2006,173,6,"X"
"T08",2006,173,7,"X"
"T08",2006,173,8,"X"
"T08",2006,173,9,"X"
"T08",2006,173,10,"X"
"T08",2006,194,1,"X"
"T08",2006,194,2,"X"
"T08",2006,194,3,"X"
"T08",2006,194,4,"X"
"T08",2006,194,5,"X"
"T08",2006,194,6,"X"
"T08",2006,194,7,"X"
"T08",2006,194,8,"X"
"T08",2006,194,9,"X"
"T08",2006,194,10,"X"
"T08",2006,239,1,"X"
"T08",2006,239,2,"X"
"T08",2006,239,3,"X"
"T08",2006,239,4,"X"
"T08",2006,239,5,"X"
"T08",2006,239,6,"X"
"T08",2006,239,7,"X"
"T08",2006,239,8,"X"
"T08",2006,239,9,"X"
"T08",2006,239,10,"X"
"T08",2006,327,1,"X"
"T08",2006,327,2,"X"
"T08",2006,327,3,"X"
"T08",2006,327,4,"X"
"T08",2006,327,5,"X"
"T08",2006,327,6,"X"
"T08",2006,327,7,"X"
"T08",2006,327,8,"X"
"T08",2006,327,9,"X"
"T08",2006,327,10,"X"
"T08",2006,401,1,"X"
"T08",2006,401,2,"X"
"T08",2006,401,3,"X"
"T08",2006,401,4,"X"
"T08",2006,401,5,"X"
"T08",2006,401,6,"X"
"T08",2006,401,7,"X"
"T08",2006,401,8,"X"
"T07",2006,278,1,"X"
"T07",2006,278,2,"X"
"T07",2006,278,3,"X"
"T07",2006,278,4,"X"
"T07",2006,278,5,"X"
"T07",2006,278,6,"X"
"T07",2006,278,7,"X"
"T07",2006,278,8,"X"
"T07",2006,278,9,"X"
"T07",2006,278,10,"X"
"T07",2006,308,1,"X"
"T07",2006,308,2,"X"
"T07",2006,308,3,"X"
"T07",2006,308,4,"X"
"T07",2006,308,5,"X"
"T07",2006,308,6,"X"
"T07",2006,308,7,"X"
"T07",2006,308,8,"X"
"T07",2006,308,9,"X"
"T07",2006,308,10,"X"
"T07",2006,436,1,"X"
"T07",2006,436,2,"X"
"T07",2006,436,3,"X"
"T07",2006,436,4,"X"
"T07",2006,436,5,"X"
"T07",2006,436,6,"X"
"T07",2006,436,7,"X"
"T07",2006,436,8,"X"
"T07",2006,436,9,"X"
"T07",2006,436,10,"X"
"T07",2006,451,1,"X"
"T07",2006,451,2,"X"
"T07",2006,451,3,"X"
"T07",2006,451,4,"X"
"T07",2006,451,5,"X"
"T07",2006,451,6,"X"
"T07",2006,451,7,"X"
"T07",2006,451,8,"X"
"T07",2006,451,9,"X"
"T07",2006,451,10,"X"
"T08",2006,32,1,"X"
"T08",2006,32,2,"X"
"T08",2006,32,3,"X"
"T08",2006,32,4,"X"
"T08",2006,32,5,"X"
"T08",2006,32,6,"X"
"T08",2006,32,7,"X"
"T08",2006,32,8,"X"
"T08",2006,32,9,"X"
"T08",2006,32,10,"X"
"T08",2006,61,1,"X"
"T08",2006,61,2,"X"
"T08",2006,61,3,"X"
"T08",2006,61,4,"X"
"T08",2006,61,5,"X"
"T08",2006,61,6,"X"
"T08",2006,61,7,"X"
"T08",2006,61,8,"X"
"T08",2006,61,9,"X"
"T08",2006,61,10,"X"
"T08",2006,72,1,"X"
"T08",2006,72,2,"X"
"T08",2006,72,3,"X"
"T08",2006,72,4,"X"
"T07",2006,1,7,"X"
"T07",2006,1,8,"X"
"T07",2006,1,9,"X"
"T07",2006,1,10,"X"
"T07",2006,6,1,"P"
"T07",2006,6,2,"P"
"T07",2006,6,3,"P"
"T07",2006,6,4,"X"
"T07",2006,6,5,"X"
"T07",2006,6,6,"X"
"T07",2006,6,7,"X"
"T07",2006,6,8,"X"
"T07",2006,6,9,"X"
"T07",2006,6,10,"X"
"T07",2006,30,1,"X"
"T07",2006,30,2,"X"
"T07",2006,30,3,"X"
"T07",2006,30,4,"X"
"T07",2006,30,5,"X"
"T07",2006,30,6,"X"
"T07",2006,30,7,"X"
"T07",2006,30,8,"X"
"T07",2006,30,9,"X"
"T07",2006,30,10,"X"
"T07",2006,47,1,"X"
"T07",2006,47,2,"X"
"T07",2006,47,3,"X"
"T07",2006,47,4,"X"
"T07",2006,47,5,"X"
"T07",2006,47,6,"X"
"T07",2006,47,7,"X"
"T07",2006,47,8,"X"
"T07",2006,47,9,"X"
"T07",2006,47,10,"X"
"T07",2006,59,1,"X"
"T07",2006,59,2,"X"
"T07",2006,59,3,"X"
"T07",2006,59,4,"X"
"T07",2006,59,5,"X"
"T07",2006,59,6,"X"
"T07",2006,59,7,"X"
"T07",2006,59,8,"X"
"T07",2006,59,9,"X"
"T07",2006,59,10,"X"
"T07",2006,151,1,"X"
"T07",2006,151,2,"X"
"T07",2006,151,3,"X"
"T07",2006,151,4,"X"
"T07",2006,151,5,"X"
"T07",2006,151,6,"X"
"T07",2006,151,7,"X"
"T07",2006,151,8,"X"
"T07",2006,151,9,"X"
"T07",2006,151,10,"X"
"T07",2006,277,1,"X"
"T07",2006,277,2,"X"
"T07",2006,277,3,"X"
"T07",2006,277,4,"X"
"T07",2006,277,5,"X"
"T07",2006,277,6,"X"
"T07",2006,277,7,"X"
"T07",2006,277,8,"X"
"T07",2006,277,9,"X"
"T07",2006,277,10,"X"
"T06",2006,13,3,"X"
"T06",2006,13,4,"X"
"T06",2006,13,5,"X"
"T06",2006,13,6,"X"
"T06",2006,13,7,"X"
"T06",2006,13,8,"X"
"T06",2006,13,9,"X"
"T06",2006,13,10,"X"
"T06",2006,14,1,"X"
"T06",2006,14,2,"X"
"T06",2006,14,3,"X"
"T06",2006,14,4,"X"
"T06",2006,14,5,"X"
"T06",2006,14,6,"X"
"T06",2006,14,7,"X"
"T06",2006,14,8,"X"
"T06",2006,14,9,"X"
"T06",2006,14,10,"X"
"T06",2006,15,1,"X"
"T06",2006,15,2,"X"
"T06",2006,15,3,"X"
"T06",2006,15,4,"X"
"T06",2006,15,5,"X"
"T06",2006,15,6,"X"
"T06",2006,15,7,"X"
"T06",2006,15,8,"X"
"T06",2006,15,9,"X"
"T06",2006,15,10,"X"
"T06",2006,16,1,"X"
"T06",2006,16,2,"X"
"T06",2006,16,3,"X"
"T06",2006,16,4,"X"
"T06",2006,16,5,"X"
"T06",2006,16,6,"X"
"T06",2006,16,7,"X"
"T06",2006,16,8,"X"
"T06",2006,16,9,"X"
"T06",2006,16,10,"X"
"T06",2006,17,1,"X"
"T06",2006,17,2,"X"
"T06",2006,17,3,"X"
"T06",2006,17,4,"X"
"T06",2006,17,5,"X"
"T06",2006,17,6,"X"
"T06",2006,17,7,"X"
"T06",2006,17,8,"X"
"T06",2006,17,9,"X"
"T06",2006,17,10,"X"
"T06",2006,18,1,"X"
"T06",2006,18,2,"X"
"T06",2006,18,3,"X"
"T06",2006,18,4,"X"
"T06",2006,18,5,"X"
"T06",2006,18,6,"X"
"T06",2006,18,7,"X"
"T06",2006,18,8,"X"
"T06",2006,18,9,"X"
"T06",2006,18,10,"X"
"T07",2006,1,1,"X"
"T07",2006,1,2,"X"
"T07",2006,1,3,"X"
"T07",2006,1,4,"X"
"T07",2006,1,5,"X"
"T07",2006,1,6,"X"
"T05",2006,19,9,"X"
"T05",2006,19,10,"X"
"T05",2006,20,1,"X"
"T05",2006,20,2,"X"
"T05",2006,20,3,"X"
"T05",2006,20,4,"X"
"T05",2006,20,5,"X"
"T05",2006,20,6,"X"
"T05",2006,20,7,"X"
"T05",2006,20,8,"X"
"T05",2006,20,9,"X"
"T05",2006,20,10,"X"
"T05",2006,21,1,"X"
"T05",2006,21,2,"X"
"T05",2006,21,3,"X"
"T05",2006,21,4,"X"
"T05",2006,21,5,"X"
"T05",2006,21,6,"X"
"T05",2006,21,7,"X"
"T05",2006,21,8,"X"
"T05",2006,21,9,"X"
"T05",2006,21,10,"X"
"T05",2006,22,1,"X"
"T05",2006,22,2,"X"
"T05",2006,22,3,"X"
"T05",2006,22,4,"X"
"T05",2006,22,5,"X"
"T05",2006,22,6,"X"
"T05",2006,22,7,"X"
"T05",2006,22,8,"X"
"T05",2006,22,9,"X"
"T05",2006,22,10,"X"
"T05",2006,23,1,"X"
"T05",2006,23,2,"X"
"T05",2006,23,3,"X"
"T05",2006,23,4,"X"
"T05",2006,23,5,"X"
"T05",2006,23,6,"X"
"T05",2006,23,7,"X"
"T05",2006,23,8,"X"
"T05",2006,23,9,"X"
"T05",2006,23,10,"X"
"T06",2006,7,1,"X"
"T06",2006,7,2,"X"
"T06",2006,7,3,"X"
"T06",2006,7,4,"X"
"T06",2006,7,5,"X"
"T06",2006,7,6,"X"
"T06",2006,7,7,"X"
"T06",2006,7,8,"X"
"T06",2006,7,9,"X"
"T06",2006,7,10,"X"
"T06",2006,8,1,"X"
"T06",2006,8,2,"X"
"T06",2006,8,3,"X"
"T06",2006,8,4,"X"
"T06",2006,8,5,"X"
"T06",2006,8,6,"X"
"T06",2006,8,7,"X"
"T06",2006,8,8,"X"
"T06",2006,8,9,"X"
"T06",2006,8,10,"X"
"T06",2006,13,1,"X"
"T06",2006,13,2,"X"
"T05",2006,1,5,"X"
"T05",2006,1,6,"X"
"T05",2006,1,7,"X"
"T05",2006,1,8,"X"
"T05",2006,1,9,"X"
"T05",2006,1,10,"X"
"T05",2006,7,1,"X"
"T05",2006,7,2,"X"
"T05",2006,7,3,"X"
"T05",2006,7,4,"X"
"T05",2006,7,5,"X"
"T05",2006,7,6,"X"
"T05",2006,7,7,"X"
"T05",2006,7,8,"X"
"T05",2006,7,9,"X"
"T05",2006,7,10,"X"
"T05",2006,13,1,"X"
"T05",2006,13,2,"X"
"T05",2006,13,3,"X"
"T05",2006,13,4,"X"
"T05",2006,13,5,"X"
"T05",2006,13,6,"X"
"T05",2006,13,7,"X"
"T05",2006,13,8,"X"
"T05",2006,13,9,"X"
"T05",2006,13,10,"X"
"T05",2006,14,1,"X"
"T05",2006,14,2,"X"
"T05",2006,14,3,"X"
"T05",2006,14,4,"X"
"T05",2006,14,5,"X"
"T05",2006,14,6,"X"
"T05",2006,14,7,"X"
"T05",2006,14,8,"X"
"T05",2006,14,9,"X"
"T05",2006,14,10,"X"
"T05",2006,15,1,"X"
"T05",2006,15,2,"X"
"T05",2006,15,3,"X"
"T05",2006,15,4,"X"
"T05",2006,15,5,"X"
"T05",2006,15,6,"X"
"T05",2006,15,7,"X"
"T05",2006,15,8,"X"
"T05",2006,15,9,"X"
"T05",2006,15,10,"X"
"T05",2006,18,1,"X"
"T05",2006,18,2,"X"
"T05",2006,18,3,"X"
"T05",2006,18,4,"X"
"T05",2006,18,5,"X"
"T05",2006,18,6,"X"
"T05",2006,18,7,"X"
"T05",2006,18,8,"X"
"T05",2006,18,9,"X"
"T05",2006,18,10,"X"
"T05",2006,19,1,"X"
"T05",2006,19,2,"X"
"T05",2006,19,3,"X"
"T05",2006,19,4,"X"
"T05",2006,19,5,"X"
"T05",2006,19,6,"X"
"T05",2006,19,7,"X"
"T05",2006,19,8,"X"
"T04",2006,501,1,"X"
"T04",2006,501,2,"X"
"T04",2006,501,3,"X"
"T04",2006,501,4,"X"
"T04",2006,501,5,"X"
"T04",2006,501,6,"X"
"T04",2006,501,7,"X"
"T04",2006,501,8,"X"
"T04",2006,501,9,"X"
"T04",2006,501,10,"X"
"T04",2006,502,1,"X"
"T04",2006,502,2,"X"
"T04",2006,502,3,"X"
"T04",2006,502,4,"X"
"T04",2006,502,5,"X"
"T04",2006,502,6,"X"
"T04",2006,502,7,"X"
"T04",2006,502,8,"X"
"T04",2006,502,9,"X"
"T04",2006,502,10,"X"
"T04",2006,507,1,"X"
"T04",2006,507,2,"X"
"T04",2006,507,3,"X"
"T04",2006,507,4,"X"
"T04",2006,507,5,"X"
"T04",2006,507,6,"X"
"T04",2006,507,7,"X"
"T04",2006,507,8,"X"
"T04",2006,507,9,"X"
"T04",2006,507,10,"X"
"T04",2006,509,1,"X"
"T04",2006,509,2,"X"
"T04",2006,509,3,"X"
"T04",2006,509,4,"X"
"T04",2006,509,5,"X"
"T04",2006,509,6,"X"
"T04",2006,509,7,"X"
"T04",2006,509,8,"X"
"T04",2006,509,9,"X"
"T04",2006,509,10,"X"
"T04",2006,611,1,"X"
"T04",2006,611,2,"X"
"T04",2006,611,3,"X"
"T04",2006,611,4,"X"
"T04",2006,611,5,"X"
"T04",2006,611,6,"X"
"T04",2006,611,7,"X"
"T04",2006,611,8,"X"
"T04",2006,611,9,"X"
"T04",2006,611,10,"X"
"T04",2006,800,1,"X"
"T04",2006,800,2,"X"
"T04",2006,800,3,"X"
"T04",2006,800,4,"X"
"T04",2006,800,5,"X"
"T04",2006,800,6,"X"
"T04",2006,800,7,"X"
"T04",2006,800,8,"X"
"T04",2006,800,9,"X"
"T04",2006,800,10,"X"
"T05",2006,1,1,"X"
"T05",2006,1,2,"X"
"T05",2006,1,3,"X"
"T05",2006,1,4,"X"
"T04",2006,254,7,"X"
"T04",2006,254,8,"X"
"T04",2006,254,9,"X"
"T04",2006,254,10,"X"
"T04",2006,371,1,"X"
"T04",2006,371,2,"X"
"T04",2006,371,3,"X"
"T04",2006,371,4,"X"
"T04",2006,371,5,"X"
"T04",2006,371,6,"X"
"T04",2006,371,7,"X"
"T04",2006,371,8,"X"
"T04",2006,371,9,"X"
"T04",2006,371,10,"X"
"T04",2006,411,1,"X"
"T04",2006,411,2,"X"
"T04",2006,411,3,"X"
"T04",2006,411,4,"X"
"T04",2006,411,5,"X"
"T04",2006,411,6,"X"
"T04",2006,411,7,"X"
"T04",2006,411,8,"X"
"T04",2006,411,9,"X"
"T04",2006,411,10,"X"
"T04",2006,444,1,"X"
"T04",2006,444,2,"X"
"T04",2006,444,3,"X"
"T04",2006,444,4,"X"
"T04",2006,444,5,"X"
"T04",2006,444,6,"X"
"T04",2006,444,7,"X"
"T04",2006,444,8,"X"
"T04",2006,444,9,"X"
"T04",2006,444,10,"X"
"T04",2006,449,1,"X"
"T04",2006,449,2,"X"
"T04",2006,449,3,"X"
"T04",2006,449,4,"X"
"T04",2006,449,5,"X"
"T04",2006,449,6,"X"
"T04",2006,449,7,"X"
"T04",2006,449,8,"X"
"T04",2006,449,9,"X"
"T04",2006,449,10,"X"
"T04",2006,450,1,"X"
"T04",2006,450,2,"X"
"T04",2006,450,3,"X"
"T04",2006,450,4,"X"
"T04",2006,450,5,"X"
"T04",2006,450,6,"X"
"T04",2006,450,7,"X"
"T04",2006,450,8,"X"
"T04",2006,450,9,"X"
"T04",2006,450,10,"X"
"T04",2006,500,1,"X"
"T04",2006,500,2,"X"
"T04",2006,500,3,"S"
"T04",2006,500,4,"X"
"T04",2006,500,5,"X"
"T04",2006,500,6,"X"
"T04",2006,500,7,"X"
"T04",2006,500,8,"X"
"T04",2006,500,9,"X"
"T04",2006,500,10,"X"
"T04",2006,71,3,"X"
"T04",2006,71,4,"X"
"T04",2006,71,5,"X"
"T04",2006,71,6,"X"
"T04",2006,71,7,"X"
"T04",2006,71,8,"X"
"T04",2006,71,9,"X"
"T04",2006,71,10,"X"
"T04",2006,78,1,"X"
"T04",2006,78,2,"X"
"T04",2006,78,3,"X"
"T04",2006,78,4,"X"
"T04",2006,78,5,"X"
"T04",2006,78,6,"X"
