SITECODE,SYEAR,PLOTPID,PLOTTYPE,SDATE,FEATURES,UNSURVEYED
T11,1999,566,S,14-AUG-1999,X,0
T11,1999,569,S,13-AUG-1999,X,0
T11,1999,570,S,13-AUG-1999,X,0
T11,1999,574,S,07-OCT-1999,X,0
T11,1999,576,S,19-AUG-1999,X,0
T11,1999,577,S,19-AUG-1999,X,0
T11,1999,580,S,14-AUG-1999,X,0
T11,1999,585,S,07-OCT-1999,X,0
T11,1999,587,S,19-AUG-1999,X,0
T11,1999,588,S,20-AUG-1999,X,0
T11,1999,589,S,15-SEP-1999,X,0
T11,1999,593,S,19-AUG-1999,X,0
T11,1999,601,S,20-AUG-1999,X,0
T11,1999,602,S,11-OCT-1999,X,0
T11,1999,609,S,11-AUG-1999,X,0
T11,1999,610,S,11-AUG-1999,X,0
T11,1999,615,S,11-OCT-1999,X,0
T11,1999,619,S,11-OCT-1999,X,0
T11,1999,621,S,11-OCT-1999,X,0
T11,1999,625,S,11-OCT-1999,X,0
T11,1999,628,S,11-AUG-1999,X,0
T11,1999,629,S,11-AUG-1999,X,0
T11,1999,633,S,04-OCT-1999,X,0
T11,1999,634,S,26-SEP-1999,X,0
T11,1999,635,S,26-SEP-1999,X,0
T11,1999,637,S,11-AUG-1999,X,0
T11,1999,638,S,11-AUG-1999,X,0
T11,1999,639,S,11-AUG-1999,X,0
T11,1999,643,S,04-OCT-1999,X,0
T11,1999,644,S,22-AUG-1999,X,0
T11,1999,645,S,24-SEP-1999,X,0
T11,1999,648,S,24-SEP-1999,X,0
T11,1999,649,S,24-SEP-1999,X,0
T11,1999,652,S,11-AUG-1999,X,0
T11,1999,653,S,11-AUG-1999,X,0
T11,1999,655,S,11-OCT-1999,X,0
T11,1999,657,S,04-OCT-1999,X,0
T11,1999,658,S,22-AUG-1999,X,0
T11,1999,659,S,22-AUG-1999,X,0
T11,1999,664,S,21-SEP-1999,X,0
T11,1999,666,S,11-AUG-1999,X,0
T11,1999,668,S,21-SEP-1999,X,0
T11,1999,671,S,25-SEP-1999,X,0
T11,1999,672,S,25-SEP-1999,X,0
T11,1999,674,S,24-SEP-1999,X,0
T11,1999,675,S,24-SEP-1999,X,0
T11,1999,676,S,21-SEP-1999,X,0
T11,1999,678,S,21-SEP-1999,X,0
T11,1999,679,S,21-SEP-1999,X,0
T11,1999,685,S,25-SEP-1999,X,0
T11,1999,686,S,25-SEP-1999,X,0
T11,1999,687,S,25-SEP-1999,X,0
T11,1999,690,S,21-SEP-1999,X,0
T11,1999,691,S,21-SEP-1999,X,0
T11,1999,692,S,21-SEP-1999,X,0
T11,1999,693,S,21-SEP-1999,X,0
T11,1999,694,S,21-SEP-1999,X,0
T11,1999,695,S,21-SEP-1999,X,0
T11,1999,701,S,25-SEP-1999,X,0
T11,1999,702,S,25-SEP-1999,X,0
T11,1999,703,S,21-SEP-1999,X,0
T11,1999,705,S,21-SEP-1999,X,0
T11,1999,706,S,21-SEP-1999,X,0
T11,1999,707,S,21-SEP-1999,X,0
T11,1999,708,S,21-SEP-1999,X,0
T11,1999,798,S,13-SEP-1999,X,0
T11,1999,799,S,13-SEP-1999,X,0
T11,2000,800,S,03-JUL-2000,X,0
T11,2000,801,S,03-JUL-2000,X,0
T11,2000,802,S,14-JUL-2000,X,0
T11,2000,803,S,14-JUL-2000,X,0
T11,2000,804,S,08-SEP-2000,X,0
T11,2000,805,S,08-SEP-2000,X,0
T11,2000,806,S,12-SEP-2000,X,0
T11,2000,807,S,12-SEP-2000,X,0
T11,2000,808,S,13-SEP-2000,X,0
T11,2000,809,S,13-SEP-2000,X,0
T11,2000,811,S,25-SEP-2000,X,0
T11,2000,812,S,29-SEP-2000,X,0
T11,2000,813,S,30-SEP-2000,X,0
T12,1998,1,S,20-MAY-1998,,
T12,1998,3,S,03-JUL-1998,,
T12,1998,4,S,03-MAY-1998,,
T12,1998,5,S,03-MAY-1998,,
T12,1998,6,S,03-MAY-1998,,
T12,1998,8,S,20-JUN-1998,,
T12,1998,9,S,03-JUN-1998,,
T12,1998,10,S,03-MAY-1998,,
T12,1998,11,S,03-MAY-1998,,
T12,1998,12,S,04-JUN-1998,,
T12,1998,13,S,21-MAY-1998,,
T12,1998,14,S,26-MAY-1998,,
T12,1998,15,S,03-JUN-1998,,
T12,1998,16,S,03-JUN-1998,,
T12,1998,17,S,03-MAY-1998,,
T12,1998,18,S,04-JUN-1998,,
T12,1998,19,S,05-JUN-1998,,
T12,1998,20,S,20-MAY-1998,,
T12,1998,21,S,22-MAY-1998,,
T12,1998,22,S,29-MAY-1998,,
T12,1998,23,S,03-JUN-1998,,
T12,1998,25,S,03-MAY-1998,,
T12,1998,26,S,04-JUN-1998,,
T12,1998,27,S,05-JUN-1998,,
T12,1998,28,S,21-MAY-1998,,
T12,1998,29,S,21-MAY-1998,,
T12,1998,30,S,29-MAY-1998,,
T12,1998,31,S,29-MAY-1998,,
T12,1998,33,S,03-JUN-1998,,
T12,1998,34,S,04-JUN-1998,,
T12,1998,35,S,05-JUN-1998,,
T12,1998,36,S,05-JUN-1998,,
T12,1998,37,S,05-JUN-1998,,
T12,1998,38,S,20-JUN-1998,,
T12,1998,39,S,10-JUN-1998,,
T12,1998,40,S,20-JUN-1998,,
T12,1998,42,S,21-MAY-1998,,
T12,1998,43,S,21-MAY-1998,,
T12,1998,44,S,29-MAY-1998,,
T12,1998,45,S,29-MAY-1998,,
T12,1998,46,S,03-JUN-1998,,
T12,1998,47,S,03-JUN-1998,,
T12,1998,48,S,04-JUN-1998,,
T12,1998,49,S,05-JUN-1998,,
T12,1998,50,S,05-JUN-1998,,
T12,1998,51,S,05-JUN-1998,,
T12,1998,52,S,10-JUN-1998,,
T12,1998,54,S,11-JUN-1998,,
T12,1998,55,S,22-MAY-1998,,
T12,1998,58,S,21-MAY-1998,,
T12,1998,59,S,21-MAY-1998,,
T12,1998,60,S,29-MAY-1998,,
T12,1998,61,S,29-MAY-1998,,
T12,1998,62,S,29-MAY-1998,,
T12,1998,63,S,03-JUN-1998,,
T12,1998,64,S,04-JUN-1998,,
T12,1998,65,S,05-JUN-1998,,
T12,1998,66,S,05-JUN-1998,,
T12,1998,67,S,05-JUN-1998,,
T12,1998,68,S,10-JUN-1998,,
T12,1998,69,S,10-JUN-1998,,
T12,1998,70,S,11-JUN-1998,,
T12,1998,71,S,22-MAY-1998,,
T12,1998,72,S,22-MAY-1998,,
T12,1998,75,S,21-MAY-1998,,
T12,1998,76,S,29-MAY-1998,,
T12,1998,77,S,29-MAY-1998,,
T12,1998,78,S,29-MAY-1998,,
T12,1998,79,S,29-MAY-1998,,
T12,1998,80,S,04-JUN-1998,,
T12,1998,81,S,05-JUN-1998,,
T12,1998,82,S,05-JUN-1998,,
T12,1998,83,S,05-JUN-1998,,
T12,1998,84,S,20-JUN-1998,,
T12,1998,85,S,10-JUN-1998,,
T12,1998,86,S,11-JUN-1998,,
T12,1998,87,S,22-MAY-1998,,
T12,1998,89,S,22-MAY-1998,,
T12,1998,90,S,20-JUN-1998,,
T12,1998,91,S,21-MAY-1998,,
T12,1998,93,S,29-MAY-1998,,
T12,1998,94,S,29-MAY-1998,,
T12,1998,95,S,29-MAY-1998,,
T12,1998,96,S,04-JUN-1998,,
T12,1998,97,S,05-JUN-1998,,
T12,1998,98,S,05-JUN-1998,,
T12,1998,99,S,05-JUN-1998,,
T12,1998,100,S,10-JUN-1998,,
T12,1998,102,S,11-JUN-1998,,
T12,1998,103,S,22-MAY-1998,,
T12,1998,104,S,22-MAY-1998,,
T12,1998,105,S,22-MAY-1998,,
T12,1998,106,S,20-JUN-1998,,
T12,1998,107,S,21-MAY-1998,,
T12,1998,108,S,29-MAY-1998,,
T12,1998,109,S,29-MAY-1998,,
T12,1998,110,S,29-MAY-1998,,
T12,1998,111,S,29-MAY-1998,,
T12,1998,112,S,04-JUN-1998,,
T12,1998,113,S,05-JUN-1998,,
T12,1998,114,S,05-JUN-1998,,
T12,1998,115,S,05-JUN-1998,,
T12,1998,116,S,10-JUN-1998,,
T12,1998,117,S,10-JUN-1998,,
T12,1998,118,S,11-JUN-1998,,
T12,1998,119,S,11-JUN-1998,,
T12,1998,120,S,22-MAY-1998,,
T12,1998,121,S,22-MAY-1998,,
T12,1998,122,S,22-MAY-1998,,
T12,1998,124,S,21-MAY-1998,,
T12,1998,125,S,29-MAY-1998,,
T12,1998,126,S,29-MAY-1998,,
T12,1998,127,S,29-MAY-1998,,
T12,1998,129,S,04-JUN-1998,,
T12,1998,130,S,11-JUN-1998,,
T12,1998,131,S,11-JUN-1998,,
T12,1998,132,S,11-JUN-1998,,
T12,1998,133,S,11-JUN-1998,,
T12,1998,134,S,11-JUN-1998,,
T12,1998,135,S,11-JUN-1998,,
T12,1998,136,S,11-JUN-1998,,
T12,1998,137,S,12-JUN-1998,,
T12,1998,138,S,12-JUN-1998,,
T12,1998,139,S,12-JUN-1998,,
T12,1998,140,S,12-JUN-1998,,
T12,1998,141,S,12-JUN-1998,,
T12,1998,142,S,12-JUN-1998,,
T12,1998,143,S,29-MAY-1998,,
T12,1998,144,S,29-MAY-1998,,
T12,1998,145,S,29-MAY-1998,,
T12,1998,146,S,29-MAY-1998,,
T12,1998,147,S,04-JUN-1998,,
T12,1998,148,S,11-JUN-1998,,
T12,1998,149,S,11-JUN-1998,,
T12,1998,150,S,11-JUN-1998,,
T12,1998,151,S,11-JUN-1998,,
T12,1998,152,S,11-JUN-1998,,
T12,1998,153,S,11-JUN-1998,,
T12,1998,154,S,11-JUN-1998,,
T12,1998,155,S,17-JUN-1998,,
T12,1998,156,S,12-JUN-1998,,
T12,1998,157,S,12-JUN-1998,,
T12,1998,158,S,12-JUN-1998,,
T12,1998,159,S,12-JUN-1998,,
T12,1998,160,S,12-JUN-1998,,
T12,1998,161,S,12-JUN-1998,,
T12,1998,162,S,12-JUN-1998,,
T12,1998,163,S,12-JUN-1998,,
T12,1998,164,S,12-JUN-1998,,
T12,1998,165,S,12-JUN-1998,,
T12,1998,166,S,04-JUN-1998,,
T12,1998,167,S,17-JUN-1998,,
T12,1998,168,S,17-JUN-1998,,
T12,1998,169,S,17-JUN-1998,,
T12,1998,170,S,17-JUN-1998,,
T12,1998,171,S,17-JUN-1998,,
T12,1998,172,S,17-JUN-1998,,
T12,1998,173,S,17-JUN-1998,,
T12,1998,174,S,17-JUN-1998,,
T12,1998,175,S,12-JUN-1998,,
T12,1998,176,S,12-JUN-1998,,
T12,1998,177,S,12-JUN-1998,,
T12,1998,179,S,12-JUN-1998,,
T12,1998,180,S,12-JUN-1998,,
T12,1998,181,S,12-JUN-1998,,
T12,1998,182,S,12-JUN-1998,,
T12,1998,183,S,12-JUN-1998,,
T12,1998,184,S,12-JUN-1998,,
T12,1998,185,S,04-JUN-1998,,
T12,1998,186,S,23-JUN-1998,,
T12,1998,187,S,23-JUN-1998,,
T12,1998,188,S,23-JUN-1998,,
T12,1998,189,S,23-JUN-1998,,
T12,1998,190,S,23-JUN-1998,,
T12,1998,191,S,23-JUN-1998,,
T12,1998,192,S,23-JUN-1998,,
T12,1998,193,S,17-JUN-1998,,
T12,1998,202,S,04-JUN-1998,,
T12,1998,203,S,02-JUL-1998,,
T12,1998,207,S,23-JUN-1998,,
T12,1998,208,S,23-JUN-1998,,
T12,1998,209,S,23-JUN-1998,,
T12,1998,210,S,17-JUN-1998,,
T12,1998,218,S,04-JUN-1998,,
T12,1998,219,S,02-JUL-1998,,
T12,1998,226,S,04-JUN-1998,,
T12,1998,233,S,04-JUN-1998,,
T12,1998,241,S,18-JUN-1998,,
T12,1998,247,S,04-JUN-1998,,
T12,1998,255,S,18-JUN-1998,,
T12,1998,260,S,04-JUN-1998,,
T12,1998,268,S,18-JUN-1998,,
T12,1998,272,S,04-JUN-1998,,
T12,1998,280,S,18-JUN-1998,,
T12,1998,285,S,04-JUN-1998,,
T12,1998,293,S,18-JUN-1998,,
T12,1998,297,S,04-JUN-1998,,
T12,1998,305,S,18-JUN-1998,,
T12,1998,308,S,04-JUN-1998,,
T12,1998,316,S,18-JUN-1998,,
T12,1998,319,S,04-JUN-1998,,
T12,1998,327,S,18-JUN-1998,,
T12,1998,328,S,04-JUN-1998,,
T12,1998,336,S,18-JUN-1998,,
T12,1998,337,S,04-JUN-1998,,
T12,1999,201,S,16-SEP-1999,,
T12,1999,217,S,16-SEP-1999,,
T12,1999,232,S,16-SEP-1999,,
T12,1999,246,S,16-SEP-1999,,
T12,1999,259,S,16-SEP-1999,,
T12,1999,282,S,16-SEP-1999,,
T12,1999,283,S,16-SEP-1999,,
T12,1999,284,S,16-SEP-1999,,
T12,1999,291,S,16-SEP-1999,,
T12,1999,295,S,16-SEP-1999,,
T12,1999,296,S,16-SEP-1999,,
T12,1999,306,S,16-SEP-1999,,
T12,1999,307,S,16-SEP-1999,,
T12,1999,317,S,16-SEP-1999,,
T12,1999,318,S,16-SEP-1999,,
T12,1999,329,S,30-SEP-1999,,
T12,1999,330,S,30-SEP-1999,,
T12,1999,331,S,30-SEP-1999,,
T12,1999,338,S,30-SEP-1999,,
T12,1999,339,S,30-SEP-1999,,
T12,1999,340,S,30-SEP-1999,,
T12,1999,341,S,30-SEP-1999,,
T12,1999,342,S,30-SEP-1999,,
T12,1999,343,S,30-SEP-1999,,
T12,1999,344,S,30-SEP-1999,,
T12,1999,345,S,30-SEP-1999,,
T12,1999,346,S,30-SEP-1999,,
T12,1999,347,S,30-SEP-1999,,
T12,1999,348,S,30-SEP-1999,,
T12,1999,349,S,30-SEP-1999,,
T12,1999,350,S,30-SEP-1999,,
T12,1999,351,S,30-SEP-1999,,
T12,1999,352,S,30-SEP-1999,,
T12,1999,353,S,30-SEP-1999,,
T12,2000,204,S,24-MAY-2000,,
T12,2000,205,S,24-MAY-2000,,
T12,2000,206,S,24-MAY-2000,,
T12,2000,220,S,24-MAY-2000,,
T12,2000,223,S,24-MAY-2000,,
T12,2000,224,S,24-MAY-2000,,
T12,2000,234,S,24-MAY-2000,,
T12,2000,235,S,24-MAY-2000,,
T12,2000,248,S,24-MAY-2000,,
T12,2000,249,S,24-MAY-2000,,
T12,2000,261,S,31-MAY-2000,,
T12,2000,262,S,31-MAY-2000,,
T12,2000,263,S,31-MAY-2000,,
T12,2000,273,S,31-MAY-2000,,
T12,2000,274,S,31-MAY-2000,,
T12,2000,275,S,31-MAY-2000,,
T12,2000,286,S,31-MAY-2000,,
T12,2000,287,S,31-MAY-2000,,
T12,2000,288,S,31-MAY-2000,,
T12,2000,299,S,31-MAY-2000,,
T12,2000,300,S,31-MAY-2000,,
